carrier,node,time_operation,carbon_emissions_carrier
nitrogen,AT12,5,0.0
nitrogen,AT12,6,0.0
nitrogen,AT12,7,0.0
nitrogen,AT12,8,0.0
nitrogen,AT12,9,0.0
nitrogen,AT12,10,0.0
nitrogen,AT12,11,0.0
nitrogen,AT12,12,0.0
nitrogen,AT12,13,0.0
nitrogen,AT13,0,0.0
nitrogen,AT13,1,0.0
nitrogen,AT13,2,0.0
nitrogen,AT13,3,0.0
nitrogen,AT13,4,0.0
nitrogen,AT13,5,0.0
nitrogen,AT13,6,0.0
nitrogen,AT13,7,0.0
nitrogen,AT13,8,0.0
nitrogen,AT13,9,0.0
nitrogen,AT13,10,0.0
nitrogen,AT13,11,0.0
nitrogen,AT13,12,0.0
nitrogen,AT13,13,0.0
nitrogen,AT21,0,0.0
nitrogen,AT21,1,0.0
nitrogen,AT21,2,0.0
nitrogen,AT21,3,0.0
nitrogen,AT21,4,0.0
nitrogen,AT21,5,0.0
nitrogen,AT21,6,0.0
nitrogen,AT21,7,0.0
nitrogen,AT21,8,0.0
nitrogen,AT21,9,0.0
nitrogen,AT21,10,0.0
nitrogen,AT21,11,0.0
nitrogen,AT21,12,0.0
nitrogen,AT21,13,0.0
nitrogen,AT22,0,0.0
nitrogen,AT22,1,0.0
nitrogen,AT22,2,0.0
nitrogen,AT22,3,0.0
nitrogen,AT22,4,0.0
nitrogen,AT22,5,0.0
nitrogen,AT22,6,0.0
nitrogen,AT22,7,0.0
nitrogen,AT22,8,0.0
nitrogen,AT22,9,0.0
nitrogen,AT22,10,0.0
nitrogen,AT22,11,0.0
nitrogen,AT22,12,0.0
nitrogen,AT22,13,0.0
nitrogen,AT31,0,0.0
nitrogen,AT31,1,0.0
nitrogen,AT31,2,0.0
nitrogen,AT31,3,0.0
nitrogen,AT31,4,0.0
nitrogen,AT31,5,0.0
nitrogen,AT31,6,0.0
nitrogen,AT31,7,0.0
nitrogen,AT31,8,0.0
nitrogen,AT31,9,0.0
nitrogen,AT31,10,0.0
nitrogen,AT31,11,0.0
nitrogen,AT31,12,0.0
nitrogen,AT31,13,0.0
nitrogen,AT32,0,0.0
nitrogen,AT32,1,0.0
nitrogen,AT32,2,0.0
nitrogen,AT32,3,0.0
nitrogen,AT32,4,0.0
nitrogen,AT32,5,0.0
nitrogen,AT32,6,0.0
nitrogen,AT32,7,0.0
nitrogen,AT32,8,0.0
nitrogen,AT32,9,0.0
nitrogen,AT32,10,0.0
nitrogen,AT32,11,0.0
nitrogen,AT32,12,0.0
nitrogen,AT32,13,0.0
nitrogen,AT33,0,0.0
nitrogen,AT33,1,0.0
nitrogen,AT33,2,0.0
nitrogen,AT33,3,0.0
nitrogen,AT33,4,0.0
nitrogen,AT33,5,0.0
nitrogen,AT33,6,0.0
nitrogen,AT33,7,0.0
nitrogen,AT33,8,0.0
nitrogen,AT33,9,0.0
nitrogen,AT33,10,0.0
nitrogen,AT33,11,0.0
nitrogen,AT33,12,0.0
nitrogen,AT33,13,0.0
nitrogen,AT34,0,0.0
nitrogen,AT34,1,0.0
nitrogen,AT34,2,0.0
nitrogen,AT34,3,0.0
nitrogen,AT34,4,0.0
nitrogen,AT34,5,0.0
nitrogen,AT34,6,0.0
nitrogen,AT34,7,0.0
nitrogen,AT34,8,0.0
nitrogen,AT34,9,0.0
nitrogen,AT34,10,0.0
nitrogen,AT34,11,0.0
nitrogen,AT34,12,0.0
nitrogen,AT34,13,0.0
nitrogen,BE10,0,0.0
nitrogen,BE10,1,0.0
nitrogen,BE10,2,0.0
nitrogen,BE10,3,0.0
nitrogen,BE10,4,0.0
nitrogen,BE10,5,0.0
nitrogen,BE10,6,0.0
nitrogen,BE10,7,0.0
nitrogen,BE10,8,0.0
nitrogen,BE10,9,0.0
nitrogen,BE10,10,0.0
nitrogen,BE10,11,0.0
nitrogen,BE10,12,0.0
nitrogen,BE10,13,0.0
nitrogen,BE21,0,0.0
nitrogen,BE21,1,0.0
nitrogen,BE21,2,0.0
nitrogen,BE21,3,0.0
nitrogen,BE21,4,0.0
nitrogen,BE21,5,0.0
nitrogen,BE21,6,0.0
nitrogen,BE21,7,0.0
nitrogen,BE21,8,0.0
nitrogen,BE21,9,0.0
nitrogen,BE21,10,0.0
nitrogen,BE21,11,0.0
nitrogen,BE21,12,0.0
nitrogen,BE21,13,0.0
nitrogen,BE22,0,0.0
nitrogen,BE22,1,0.0
nitrogen,BE22,2,0.0
nitrogen,BE22,3,0.0
nitrogen,BE22,4,0.0
nitrogen,BE22,5,0.0
nitrogen,BE22,6,0.0
nitrogen,BE22,7,0.0
nitrogen,BE22,8,0.0
nitrogen,BE22,9,0.0
nitrogen,BE22,10,0.0
nitrogen,BE22,11,0.0
nitrogen,BE22,12,0.0
nitrogen,BE22,13,0.0
nitrogen,BE23,0,0.0
nitrogen,BE23,1,0.0
nitrogen,BE23,2,0.0
nitrogen,BE23,3,0.0
nitrogen,BE23,4,0.0
nitrogen,BE23,5,0.0
nitrogen,BE23,6,0.0
nitrogen,BE23,7,0.0
nitrogen,BE23,8,0.0
nitrogen,BE23,9,0.0
nitrogen,BE23,10,0.0
nitrogen,BE23,11,0.0
nitrogen,BE23,12,0.0
nitrogen,BE23,13,0.0
nitrogen,BE24,0,0.0
nitrogen,BE24,1,0.0
nitrogen,BE24,2,0.0
nitrogen,BE24,3,0.0
nitrogen,BE24,4,0.0
nitrogen,BE24,5,0.0
nitrogen,BE24,6,0.0
nitrogen,BE24,7,0.0
nitrogen,BE24,8,0.0
nitrogen,BE24,9,0.0
nitrogen,BE24,10,0.0
nitrogen,BE24,11,0.0
nitrogen,BE24,12,0.0
nitrogen,BE24,13,0.0
nitrogen,BE25,0,0.0
nitrogen,BE25,1,0.0
nitrogen,BE25,2,0.0
nitrogen,BE25,3,0.0
nitrogen,BE25,4,0.0
nitrogen,BE25,5,0.0
nitrogen,BE25,6,0.0
nitrogen,BE25,7,0.0
nitrogen,BE25,8,0.0
nitrogen,BE25,9,0.0
nitrogen,BE25,10,0.0
nitrogen,BE25,11,0.0
nitrogen,BE25,12,0.0
nitrogen,BE25,13,0.0
nitrogen,BE31,0,0.0
nitrogen,BE31,1,0.0
nitrogen,BE31,2,0.0
nitrogen,BE31,3,0.0
nitrogen,BE31,4,0.0
nitrogen,BE31,5,0.0
nitrogen,BE31,6,0.0
nitrogen,BE31,7,0.0
nitrogen,BE31,8,0.0
nitrogen,BE31,9,0.0
nitrogen,BE31,10,0.0
nitrogen,BE31,11,0.0
nitrogen,BE31,12,0.0
nitrogen,BE31,13,0.0
nitrogen,BE32,0,0.0
nitrogen,BE32,1,0.0
nitrogen,BE32,2,0.0
nitrogen,BE32,3,0.0
nitrogen,BE32,4,0.0
nitrogen,BE32,5,0.0
nitrogen,BE32,6,0.0
nitrogen,BE32,7,0.0
nitrogen,BE32,8,0.0
nitrogen,BE32,9,0.0
nitrogen,BE32,10,0.0
nitrogen,BE32,11,0.0
nitrogen,BE32,12,0.0
nitrogen,BE32,13,0.0
nitrogen,BE33,0,0.0
nitrogen,BE33,1,0.0
nitrogen,BE33,2,0.0
nitrogen,BE33,3,0.0
nitrogen,BE33,4,0.0
nitrogen,BE33,5,0.0
nitrogen,BE33,6,0.0
nitrogen,BE33,7,0.0
nitrogen,BE33,8,0.0
nitrogen,BE33,9,0.0
nitrogen,BE33,10,0.0
nitrogen,BE33,11,0.0
nitrogen,BE33,12,0.0
nitrogen,BE33,13,0.0
nitrogen,BE34,0,0.0
nitrogen,BE34,1,0.0
nitrogen,BE34,2,0.0
nitrogen,BE34,3,0.0
nitrogen,BE34,4,0.0
nitrogen,BE34,5,0.0
nitrogen,BE34,6,0.0
nitrogen,BE34,7,0.0
nitrogen,BE34,8,0.0
nitrogen,BE34,9,0.0
nitrogen,BE34,10,0.0
nitrogen,BE34,11,0.0
nitrogen,BE34,12,0.0
nitrogen,BE34,13,0.0
nitrogen,BE35,0,0.0
nitrogen,BE35,1,0.0
nitrogen,BE35,2,0.0
nitrogen,BE35,3,0.0
nitrogen,BE35,4,0.0
nitrogen,BE35,5,0.0
nitrogen,BE35,6,0.0
nitrogen,BE35,7,0.0
nitrogen,BE35,8,0.0
nitrogen,BE35,9,0.0
nitrogen,BE35,10,0.0
nitrogen,BE35,11,0.0
nitrogen,BE35,12,0.0
nitrogen,BE35,13,0.0
nitrogen,BG31,0,0.0
nitrogen,BG31,1,0.0
nitrogen,BG31,2,0.0
nitrogen,BG31,3,0.0
nitrogen,BG31,4,0.0
nitrogen,BG31,5,0.0
nitrogen,BG31,6,0.0
nitrogen,BG31,7,0.0
nitrogen,BG31,8,0.0
nitrogen,BG31,9,0.0
nitrogen,BG31,10,0.0
nitrogen,BG31,11,0.0
nitrogen,BG31,12,0.0
nitrogen,BG31,13,0.0
nitrogen,BG32,0,0.0
nitrogen,BG32,1,0.0
nitrogen,BG32,2,0.0
nitrogen,BG32,3,0.0
nitrogen,BG32,4,0.0
nitrogen,BG32,5,0.0
nitrogen,BG32,6,0.0
nitrogen,BG32,7,0.0
nitrogen,BG32,8,0.0
nitrogen,BG32,9,0.0
nitrogen,BG32,10,0.0
nitrogen,BG32,11,0.0
nitrogen,BG32,12,0.0
nitrogen,BG32,13,0.0
nitrogen,BG33,0,0.0
nitrogen,BG33,1,0.0
nitrogen,BG33,2,0.0
nitrogen,BG33,3,0.0
nitrogen,BG33,4,0.0
nitrogen,BG33,5,0.0
nitrogen,BG33,6,0.0
nitrogen,BG33,7,0.0
nitrogen,BG33,8,0.0
nitrogen,BG33,9,0.0
nitrogen,BG33,10,0.0
nitrogen,BG33,11,0.0
nitrogen,BG33,12,0.0
nitrogen,BG33,13,0.0
nitrogen,BG34,0,0.0
nitrogen,BG34,1,0.0
nitrogen,BG34,2,0.0
nitrogen,BG34,3,0.0
nitrogen,BG34,4,0.0
nitrogen,BG34,5,0.0
nitrogen,BG34,6,0.0
nitrogen,BG34,7,0.0
nitrogen,BG34,8,0.0
nitrogen,BG34,9,0.0
nitrogen,BG34,10,0.0
nitrogen,BG34,11,0.0
nitrogen,BG34,12,0.0
nitrogen,BG34,13,0.0
nitrogen,BG41,0,0.0
nitrogen,BG41,1,0.0
nitrogen,BG41,2,0.0
nitrogen,BG41,3,0.0
nitrogen,BG41,4,0.0
nitrogen,BG41,5,0.0
nitrogen,BG41,6,0.0
nitrogen,BG41,7,0.0
nitrogen,BG41,8,0.0
nitrogen,BG41,9,0.0
nitrogen,BG41,10,0.0
nitrogen,BG41,11,0.0
nitrogen,BG41,12,0.0
nitrogen,BG41,13,0.0
nitrogen,BG42,0,0.0
nitrogen,BG42,1,0.0
nitrogen,BG42,2,0.0
nitrogen,BG42,3,0.0
nitrogen,BG42,4,0.0
nitrogen,BG42,5,0.0
nitrogen,BG42,6,0.0
nitrogen,BG42,7,0.0
nitrogen,BG42,8,0.0
nitrogen,BG42,9,0.0
nitrogen,BG42,10,0.0
nitrogen,BG42,11,0.0
nitrogen,BG42,12,0.0
nitrogen,BG42,13,0.0
nitrogen,CH01,0,0.0
nitrogen,CH01,1,0.0
nitrogen,CH01,2,0.0
nitrogen,CH01,3,0.0
nitrogen,CH01,4,0.0
nitrogen,CH01,5,0.0
nitrogen,CH01,6,0.0
nitrogen,CH01,7,0.0
nitrogen,CH01,8,0.0
nitrogen,CH01,9,0.0
nitrogen,CH01,10,0.0
nitrogen,CH01,11,0.0
nitrogen,CH01,12,0.0
nitrogen,CH01,13,0.0
nitrogen,CH02,0,0.0
nitrogen,CH02,1,0.0
nitrogen,CH02,2,0.0
nitrogen,CH02,3,0.0
nitrogen,CH02,4,0.0
nitrogen,CH02,5,0.0
nitrogen,CH02,6,0.0
nitrogen,CH02,7,0.0
nitrogen,CH02,8,0.0
nitrogen,CH02,9,0.0
nitrogen,CH02,10,0.0
nitrogen,CH02,11,0.0
nitrogen,CH02,12,0.0
nitrogen,CH02,13,0.0
nitrogen,CH03,0,0.0
nitrogen,CH03,1,0.0
nitrogen,CH03,2,0.0
nitrogen,CH03,3,0.0
nitrogen,CH03,4,0.0
nitrogen,CH03,5,0.0
nitrogen,CH03,6,0.0
nitrogen,CH03,7,0.0
nitrogen,CH03,8,0.0
nitrogen,CH03,9,0.0
nitrogen,CH03,10,0.0
nitrogen,CH03,11,0.0
nitrogen,CH03,12,0.0
nitrogen,CH03,13,0.0
nitrogen,CH04,0,0.0
nitrogen,CH04,1,0.0
nitrogen,CH04,2,0.0
nitrogen,CH04,3,0.0
nitrogen,CH04,4,0.0
nitrogen,CH04,5,0.0
nitrogen,CH04,6,0.0
nitrogen,CH04,7,0.0
nitrogen,CH04,8,0.0
nitrogen,CH04,9,0.0
nitrogen,CH04,10,0.0
nitrogen,CH04,11,0.0
nitrogen,CH04,12,0.0
nitrogen,CH04,13,0.0
nitrogen,CH05,0,0.0
nitrogen,CH05,1,0.0
nitrogen,CH05,2,0.0
nitrogen,CH05,3,0.0
nitrogen,CH05,4,0.0
nitrogen,CH05,5,0.0
nitrogen,CH05,6,0.0
nitrogen,CH05,7,0.0
nitrogen,CH05,8,0.0
nitrogen,CH05,9,0.0
nitrogen,CH05,10,0.0
nitrogen,CH05,11,0.0
nitrogen,CH05,12,0.0
nitrogen,CH05,13,0.0
nitrogen,CH06,0,0.0
nitrogen,CH06,1,0.0
nitrogen,CH06,2,0.0
nitrogen,CH06,3,0.0
nitrogen,CH06,4,0.0
nitrogen,CH06,5,0.0
nitrogen,CH06,6,0.0
nitrogen,CH06,7,0.0
nitrogen,CH06,8,0.0
nitrogen,CH06,9,0.0
nitrogen,CH06,10,0.0
nitrogen,CH06,11,0.0
nitrogen,CH06,12,0.0
nitrogen,CH06,13,0.0
nitrogen,CH07,0,0.0
nitrogen,CH07,1,0.0
nitrogen,CH07,2,0.0
nitrogen,CH07,3,0.0
nitrogen,CH07,4,0.0
nitrogen,CH07,5,0.0
nitrogen,CH07,6,0.0
nitrogen,CH07,7,0.0
nitrogen,CH07,8,0.0
nitrogen,CH07,9,0.0
nitrogen,CH07,10,0.0
nitrogen,CH07,11,0.0
nitrogen,CH07,12,0.0
nitrogen,CH07,13,0.0
nitrogen,CY00,0,0.0
nitrogen,CY00,1,0.0
nitrogen,CY00,2,0.0
nitrogen,CY00,3,0.0
nitrogen,CY00,4,0.0
nitrogen,CY00,5,0.0
nitrogen,CY00,6,0.0
nitrogen,CY00,7,0.0
nitrogen,CY00,8,0.0
nitrogen,CY00,9,0.0
nitrogen,CY00,10,0.0
nitrogen,CY00,11,0.0
nitrogen,CY00,12,0.0
nitrogen,CY00,13,0.0
nitrogen,CZ01,0,0.0
nitrogen,CZ01,1,0.0
nitrogen,CZ01,2,0.0
nitrogen,CZ01,3,0.0
nitrogen,CZ01,4,0.0
nitrogen,CZ01,5,0.0
nitrogen,CZ01,6,0.0
nitrogen,CZ01,7,0.0
nitrogen,CZ01,8,0.0
nitrogen,CZ01,9,0.0
nitrogen,CZ01,10,0.0
nitrogen,CZ01,11,0.0
nitrogen,CZ01,12,0.0
nitrogen,CZ01,13,0.0
nitrogen,CZ02,0,0.0
nitrogen,CZ02,1,0.0
nitrogen,CZ02,2,0.0
nitrogen,CZ02,3,0.0
nitrogen,CZ02,4,0.0
nitrogen,CZ02,5,0.0
nitrogen,CZ02,6,0.0
nitrogen,CZ02,7,0.0
nitrogen,CZ02,8,0.0
nitrogen,CZ02,9,0.0
nitrogen,CZ02,10,0.0
nitrogen,CZ02,11,0.0
nitrogen,CZ02,12,0.0
nitrogen,CZ02,13,0.0
nitrogen,CZ03,0,0.0
nitrogen,CZ03,1,0.0
nitrogen,CZ03,2,0.0
nitrogen,CZ03,3,0.0
nitrogen,CZ03,4,0.0
nitrogen,CZ03,5,0.0
nitrogen,CZ03,6,0.0
nitrogen,CZ03,7,0.0
nitrogen,CZ03,8,0.0
nitrogen,CZ03,9,0.0
nitrogen,CZ03,10,0.0
nitrogen,CZ03,11,0.0
nitrogen,CZ03,12,0.0
nitrogen,CZ03,13,0.0
nitrogen,CZ04,0,0.0
nitrogen,CZ04,1,0.0
nitrogen,CZ04,2,0.0
nitrogen,CZ04,3,0.0
nitrogen,CZ04,4,0.0
nitrogen,CZ04,5,0.0
nitrogen,CZ04,6,0.0
nitrogen,CZ04,7,0.0
nitrogen,CZ04,8,0.0
nitrogen,CZ04,9,0.0
nitrogen,CZ04,10,0.0
nitrogen,CZ04,11,0.0
nitrogen,CZ04,12,0.0
nitrogen,CZ04,13,0.0
nitrogen,CZ05,0,0.0
nitrogen,CZ05,1,0.0
nitrogen,CZ05,2,0.0
nitrogen,CZ05,3,0.0
nitrogen,CZ05,4,0.0
nitrogen,CZ05,5,0.0
nitrogen,CZ05,6,0.0
nitrogen,CZ05,7,0.0
nitrogen,CZ05,8,0.0
nitrogen,CZ05,9,0.0
nitrogen,CZ05,10,0.0
nitrogen,CZ05,11,0.0
nitrogen,CZ05,12,0.0
nitrogen,CZ05,13,0.0
nitrogen,CZ06,0,0.0
nitrogen,CZ06,1,0.0
nitrogen,CZ06,2,0.0
nitrogen,CZ06,3,0.0
nitrogen,CZ06,4,0.0
nitrogen,CZ06,5,0.0
nitrogen,CZ06,6,0.0
nitrogen,CZ06,7,0.0
nitrogen,CZ06,8,0.0
nitrogen,CZ06,9,0.0
nitrogen,CZ06,10,0.0
nitrogen,CZ06,11,0.0
nitrogen,CZ06,12,0.0
nitrogen,CZ06,13,0.0
nitrogen,CZ07,0,0.0
nitrogen,CZ07,1,0.0
nitrogen,CZ07,2,0.0
nitrogen,CZ07,3,0.0
nitrogen,CZ07,4,0.0
nitrogen,CZ07,5,0.0
nitrogen,CZ07,6,0.0
nitrogen,CZ07,7,0.0
nitrogen,CZ07,8,0.0
nitrogen,CZ07,9,0.0
nitrogen,CZ07,10,0.0
nitrogen,CZ07,11,0.0
nitrogen,CZ07,12,0.0
nitrogen,CZ07,13,0.0
nitrogen,CZ08,0,0.0
nitrogen,CZ08,1,0.0
nitrogen,CZ08,2,0.0
nitrogen,CZ08,3,0.0
nitrogen,CZ08,4,0.0
nitrogen,CZ08,5,0.0
nitrogen,CZ08,6,0.0
nitrogen,CZ08,7,0.0
nitrogen,CZ08,8,0.0
nitrogen,CZ08,9,0.0
nitrogen,CZ08,10,0.0
nitrogen,CZ08,11,0.0
nitrogen,CZ08,12,0.0
nitrogen,CZ08,13,0.0
nitrogen,DE11,0,0.0
nitrogen,DE11,1,0.0
nitrogen,DE11,2,0.0
nitrogen,DE11,3,0.0
nitrogen,DE11,4,0.0
nitrogen,DE11,5,0.0
nitrogen,DE11,6,0.0
nitrogen,DE11,7,0.0
nitrogen,DE11,8,0.0
nitrogen,DE11,9,0.0
nitrogen,DE11,10,0.0
nitrogen,DE11,11,0.0
nitrogen,DE11,12,0.0
nitrogen,DE11,13,0.0
nitrogen,DE12,0,0.0
nitrogen,DE12,1,0.0
nitrogen,DE12,2,0.0
nitrogen,DE12,3,0.0
nitrogen,DE12,4,0.0
nitrogen,DE12,5,0.0
nitrogen,DE12,6,0.0
nitrogen,DE12,7,0.0
nitrogen,DE12,8,0.0
nitrogen,DE12,9,0.0
nitrogen,DE12,10,0.0
nitrogen,DE12,11,0.0
nitrogen,DE12,12,0.0
nitrogen,DE12,13,0.0
nitrogen,DE13,0,0.0
nitrogen,DE13,1,0.0
nitrogen,DE13,2,0.0
nitrogen,DE13,3,0.0
nitrogen,DE13,4,0.0
nitrogen,DE13,5,0.0
nitrogen,DE13,6,0.0
nitrogen,DE13,7,0.0
nitrogen,DE13,8,0.0
nitrogen,DE13,9,0.0
nitrogen,DE13,10,0.0
nitrogen,DE13,11,0.0
nitrogen,DE13,12,0.0
nitrogen,DE13,13,0.0
nitrogen,DE14,0,0.0
nitrogen,DE14,1,0.0
nitrogen,DE14,2,0.0
nitrogen,DE14,3,0.0
nitrogen,DE14,4,0.0
nitrogen,DE14,5,0.0
nitrogen,DE14,6,0.0
nitrogen,DE14,7,0.0
nitrogen,DE14,8,0.0
nitrogen,DE14,9,0.0
nitrogen,DE14,10,0.0
nitrogen,DE14,11,0.0
nitrogen,DE14,12,0.0
nitrogen,DE14,13,0.0
nitrogen,DE21,0,0.0
nitrogen,DE21,1,0.0
nitrogen,DE21,2,0.0
nitrogen,DE21,3,0.0
nitrogen,DE21,4,0.0
nitrogen,DE21,5,0.0
nitrogen,DE21,6,0.0
nitrogen,DE21,7,0.0
nitrogen,DE21,8,0.0
nitrogen,DE21,9,0.0
nitrogen,DE21,10,0.0
nitrogen,DE21,11,0.0
nitrogen,DE21,12,0.0
nitrogen,DE21,13,0.0
nitrogen,DE22,0,0.0
nitrogen,DE22,1,0.0
nitrogen,DE22,2,0.0
nitrogen,DE22,3,0.0
nitrogen,DE22,4,0.0
nitrogen,DE22,5,0.0
nitrogen,DE22,6,0.0
nitrogen,DE22,7,0.0
nitrogen,DE22,8,0.0
nitrogen,DE22,9,0.0
nitrogen,DE22,10,0.0
nitrogen,DE22,11,0.0
nitrogen,DE22,12,0.0
nitrogen,DE22,13,0.0
nitrogen,DE23,0,0.0
nitrogen,DE23,1,0.0
nitrogen,DE23,2,0.0
nitrogen,DE23,3,0.0
nitrogen,DE23,4,0.0
nitrogen,DE23,5,0.0
nitrogen,DE23,6,0.0
nitrogen,DE23,7,0.0
nitrogen,DE23,8,0.0
nitrogen,DE23,9,0.0
nitrogen,DE23,10,0.0
nitrogen,DE23,11,0.0
nitrogen,DE23,12,0.0
nitrogen,DE23,13,0.0
nitrogen,DE24,0,0.0
nitrogen,DE24,1,0.0
nitrogen,DE24,2,0.0
nitrogen,DE24,3,0.0
nitrogen,DE24,4,0.0
nitrogen,DE24,5,0.0
nitrogen,DE24,6,0.0
nitrogen,DE24,7,0.0
nitrogen,DE24,8,0.0
nitrogen,DE24,9,0.0
nitrogen,DE24,10,0.0
nitrogen,DE24,11,0.0
nitrogen,DE24,12,0.0
nitrogen,DE24,13,0.0
nitrogen,DE25,0,0.0
nitrogen,DE25,1,0.0
nitrogen,DE25,2,0.0
nitrogen,DE25,3,0.0
nitrogen,DE25,4,0.0
nitrogen,DE25,5,0.0
nitrogen,DE25,6,0.0
nitrogen,DE25,7,0.0
nitrogen,DE25,8,0.0
nitrogen,DE25,9,0.0
nitrogen,DE25,10,0.0
nitrogen,DE25,11,0.0
nitrogen,DE25,12,0.0
nitrogen,DE25,13,0.0
nitrogen,DE26,0,0.0
nitrogen,DE26,1,0.0
nitrogen,DE26,2,0.0
nitrogen,DE26,3,0.0
nitrogen,DE26,4,0.0
nitrogen,DE26,5,0.0
nitrogen,DE26,6,0.0
nitrogen,DE26,7,0.0
nitrogen,DE26,8,0.0
nitrogen,DE26,9,0.0
nitrogen,DE26,10,0.0
nitrogen,DE26,11,0.0
nitrogen,DE26,12,0.0
nitrogen,DE26,13,0.0
nitrogen,DE27,0,0.0
nitrogen,DE27,1,0.0
nitrogen,DE27,2,0.0
nitrogen,DE27,3,0.0
nitrogen,DE27,4,0.0
nitrogen,DE27,5,0.0
nitrogen,DE27,6,0.0
nitrogen,DE27,7,0.0
nitrogen,DE27,8,0.0
nitrogen,DE27,9,0.0
nitrogen,DE27,10,0.0
nitrogen,DE27,11,0.0
nitrogen,DE27,12,0.0
nitrogen,DE27,13,0.0
nitrogen,DE30,0,0.0
nitrogen,DE30,1,0.0
nitrogen,DE30,2,0.0
nitrogen,DE30,3,0.0
nitrogen,DE30,4,0.0
nitrogen,DE30,5,0.0
nitrogen,DE30,6,0.0
nitrogen,DE30,7,0.0
nitrogen,DE30,8,0.0
nitrogen,DE30,9,0.0
nitrogen,DE30,10,0.0
nitrogen,DE30,11,0.0
nitrogen,DE30,12,0.0
nitrogen,DE30,13,0.0
nitrogen,DE40,0,0.0
nitrogen,DE40,1,0.0
nitrogen,DE40,2,0.0
nitrogen,DE40,3,0.0
nitrogen,DE40,4,0.0
nitrogen,DE40,5,0.0
nitrogen,DE40,6,0.0
nitrogen,DE40,7,0.0
nitrogen,DE40,8,0.0
nitrogen,DE40,9,0.0
nitrogen,DE40,10,0.0
nitrogen,DE40,11,0.0
nitrogen,DE40,12,0.0
nitrogen,DE40,13,0.0
nitrogen,DE50,0,0.0
nitrogen,DE50,1,0.0
nitrogen,DE50,2,0.0
nitrogen,DE50,3,0.0
nitrogen,DE50,4,0.0
nitrogen,DE50,5,0.0
nitrogen,DE50,6,0.0
nitrogen,DE50,7,0.0
nitrogen,DE50,8,0.0
nitrogen,DE50,9,0.0
nitrogen,DE50,10,0.0
nitrogen,DE50,11,0.0
nitrogen,DE50,12,0.0
nitrogen,DE50,13,0.0
nitrogen,DE60,0,0.0
nitrogen,DE60,1,0.0
nitrogen,DE60,2,0.0
nitrogen,DE60,3,0.0
nitrogen,DE60,4,0.0
nitrogen,DE60,5,0.0
nitrogen,DE60,6,0.0
nitrogen,DE60,7,0.0
nitrogen,DE60,8,0.0
nitrogen,DE60,9,0.0
nitrogen,DE60,10,0.0
nitrogen,DE60,11,0.0
nitrogen,DE60,12,0.0
nitrogen,DE60,13,0.0
nitrogen,DE71,0,0.0
nitrogen,DE71,1,0.0
nitrogen,DE71,2,0.0
nitrogen,DE71,3,0.0
nitrogen,DE71,4,0.0
nitrogen,DE71,5,0.0
nitrogen,DE71,6,0.0
nitrogen,DE71,7,0.0
nitrogen,DE71,8,0.0
nitrogen,DE71,9,0.0
nitrogen,DE71,10,0.0
nitrogen,DE71,11,0.0
nitrogen,DE71,12,0.0
nitrogen,DE71,13,0.0
nitrogen,DE72,0,0.0
nitrogen,DE72,1,0.0
nitrogen,DE72,2,0.0
nitrogen,DE72,3,0.0
nitrogen,DE72,4,0.0
nitrogen,DE72,5,0.0
nitrogen,DE72,6,0.0
nitrogen,DE72,7,0.0
nitrogen,DE72,8,0.0
nitrogen,DE72,9,0.0
nitrogen,DE72,10,0.0
